experiment,subject,date,block,trial,face_left,face_top,face_right,cue_dir,target_id,target_pos,cue_num,isi,correct_response,rt
mGCP-III,16,2018-01-18_09:05,1,1,99,26_Caucasian_female_neutral_right.jpg,99,cue_right,target_F,target_left,cue_1,200ms,correct,0.6819716093596071
mGCP-III,16,2018-01-18_09:05,1,2,99,61_Caucasian_female_neutral_left.jpg,99,cue_left,target_F,target_left,cue_1,500ms,99,99
mGCP-III,16,2018-01-18_09:05,1,3,99,61_Caucasian_female_neutral_left.jpg,99,cue_left,target_F,target_right,cue_1,200ms,correct,0.5848939575953409
mGCP-III,16,2018-01-18_09:05,1,4,99,37_Caucasian_female_neutral_left.jpg,99,cue_left,target_F,target_left,cue_1,500ms,correct,0.45736418187152594
mGCP-III,16,2018-01-18_09:05,1,5,99,26_Caucasian_female_neutral_left.jpg,99,cue_left,target_F,target_left,cue_1,500ms,correct,0.4342653357889503
mGCP-III,16,2018-01-18_09:06,1,6,99,26_Caucasian_female_neutral_left.jpg,99,cue_left,target_F,target_left,cue_1,200ms,correct,0.3806551066227257
mGCP-III,16,2018-01-18_09:06,1,7,99,61_Caucasian_female_neutral_left.jpg,99,cue_left,target_F,target_left,cue_1,500ms,correct,0.42519038007594645
mGCP-III,16,2018-01-18_09:06,1,8,99,26_Caucasian_female_neutral_left.jpg,99,cue_left,target_E,target_right,cue_1,500ms,correct,0.41269932815339416
mGCP-III,16,2018-01-18_09:06,1,9,99,37_Caucasian_female_neutral_left.jpg,99,cue_left,target_E,target_left,cue_1,500ms,incorrect,0.29765112278982997
mGCP-III,16,2018-01-18_09:06,1,10,99,61_Caucasian_female_neutral_right.jpg,99,cue_right,target_F,target_right,cue_1,500ms,correct,0.45168991468381137
mGCP-III,16,2018-01-18_09:06,1,11,99,26_Caucasian_female_neutral_right.jpg,99,cue_right,target_F,target_left,cue_1,200ms,correct,0.606934434035793
mGCP-III,16,2018-01-18_09:06,1,12,99,61_Caucasian_female_neutral_right.jpg,99,cue_right,target_E,target_left,cue_1,200ms,correct,0.531751876231283
mGCP-III,16,2018-01-18_09:06,1,13,99,61_Caucasian_female_neutral_left.jpg,99,cue_left,target_E,target_left,cue_1,500ms,correct,0.41372530278749764
mGCP-III,16,2018-01-18_09:06,1,14,99,61_Caucasian_female_neutral_right.jpg,99,cue_right,target_E,target_left,cue_1,200ms,correct,0.3153814791003242
mGCP-III,16,2018-01-18_09:06,1,15,99,61_Caucasian_female_neutral_right.jpg,99,cue_right,target_F,target_right,cue_1,200ms,correct,0.558272744063288
mGCP-III,16,2018-01-18_09:06,1,16,99,37_Caucasian_female_neutral_left.jpg,99,cue_left,target_E,target_left,cue_1,200ms,correct,0.7597196961287409
mGCP-III,16,2018-01-18_09:06,1,17,99,37_Caucasian_female_neutral_right.jpg,99,cue_right,target_F,target_left,cue_1,200ms,incorrect,0.3720759528223425
mGCP-III,16,2018-01-18_09:06,1,18,99,61_Caucasian_female_neutral_left.jpg,99,cue_left,target_E,target_left,cue_1,200ms,correct,0.6787957105552778
mGCP-III,16,2018-01-18_09:06,1,19,99,61_Caucasian_female_neutral_left.jpg,99,cue_left,target_E,target_right,cue_1,200ms,correct,0.5090291285887361
mGCP-III,16,2018-01-18_09:06,1,20,99,37_Caucasian_female_neutral_right.jpg,99,cue_right,target_E,target_left,cue_1,200ms,correct,0.43686325976159424
