experiment,subject,date,block,trial,face_left,face_top,face_right,cue_dir,target_id,target_pos,cue_num,isi,correct_response,rt
mGCP-III,10,2018-01-15_14:42,1,1,99,61_Caucasian_female_neutral_right.jpg,99,cue_right,target_E,target_right,cue_1,200ms,correct,0.5550973726494703
mGCP-III,10,2018-01-15_14:42,1,2,99,37_Caucasian_female_neutral_right.jpg,99,cue_right,target_E,target_right,cue_1,200ms,correct,0.5224321532004979
mGCP-III,10,2018-01-15_14:42,1,3,99,61_Caucasian_female_neutral_left.jpg,99,cue_left,target_F,target_left,cue_1,500ms,correct,0.6150490567088127
mGCP-III,10,2018-01-15_14:42,1,4,99,37_Caucasian_female_neutral_right.jpg,99,cue_right,target_E,target_right,cue_1,500ms,correct,0.5510867139091715
mGCP-III,10,2018-01-15_14:42,1,5,99,26_Caucasian_female_neutral_left.jpg,99,cue_left,target_F,target_left,cue_1,200ms,correct,0.7154375991376583
mGCP-III,10,2018-01-15_14:42,1,6,99,26_Caucasian_female_neutral_left.jpg,99,cue_left,target_F,target_right,cue_1,500ms,incorrect,0.451095602766145
mGCP-III,10,2018-01-15_14:42,1,7,99,61_Caucasian_female_neutral_left.jpg,99,cue_left,target_E,target_right,cue_1,200ms,incorrect,0.6867719767324161
mGCP-III,10,2018-01-15_14:42,1,8,99,61_Caucasian_female_neutral_left.jpg,99,cue_left,target_E,target_right,cue_1,500ms,correct,0.45899998222012073
mGCP-III,10,2018-01-15_14:42,1,9,99,37_Caucasian_female_neutral_right.jpg,99,cue_right,target_E,target_left,cue_1,500ms,correct,0.6509359981282614
mGCP-III,10,2018-01-15_14:42,1,10,99,26_Caucasian_female_neutral_right.jpg,99,cue_right,target_E,target_left,cue_1,200ms,correct,0.5187312222551554
mGCP-III,10,2018-01-15_14:42,1,11,99,26_Caucasian_female_neutral_left.jpg,99,cue_left,target_E,target_right,cue_1,500ms,correct,0.43940258884686045
mGCP-III,10,2018-01-15_14:42,1,12,99,37_Caucasian_female_neutral_left.jpg,99,cue_left,target_E,target_right,cue_1,200ms,correct,0.5674991259293165
mGCP-III,10,2018-01-15_14:42,1,13,99,26_Caucasian_female_neutral_left.jpg,99,cue_left,target_E,target_right,cue_1,500ms,correct,0.5645804156374652
mGCP-III,10,2018-01-15_14:42,1,14,99,61_Caucasian_female_neutral_left.jpg,99,cue_left,target_F,target_left,cue_1,200ms,correct,0.6169911762990523
mGCP-III,10,2018-01-15_14:42,1,15,99,26_Caucasian_female_neutral_left.jpg,99,cue_left,target_E,target_left,cue_1,500ms,correct,0.7011766890063882
mGCP-III,10,2018-01-15_14:42,1,16,99,26_Caucasian_female_neutral_right.jpg,99,cue_right,target_F,target_right,cue_1,500ms,correct,0.6418254976160824
mGCP-III,10,2018-01-15_14:42,1,17,99,37_Caucasian_female_neutral_right.jpg,99,cue_right,target_F,target_right,cue_1,200ms,correct,0.6904989817121532
mGCP-III,10,2018-01-15_14:42,1,18,99,61_Caucasian_female_neutral_right.jpg,99,cue_right,target_F,target_left,cue_1,200ms,correct,0.6696579364943318
mGCP-III,10,2018-01-15_14:42,1,19,99,61_Caucasian_female_neutral_left.jpg,99,cue_left,target_E,target_right,cue_1,500ms,correct,0.5101761774276383
