experiment,subject,date,block,trial,face_left,face_top,face_right,cue_dir,target_id,target_pos,cue_num,isi,correct_response,rt
mGCP-III,40,2018-01-25_13:05,1,1,99,37_Caucasian_female_neutral_left.jpg,99,cue_left,target_E,target_right,cue_1,200ms,99,99
mGCP-III,40,2018-01-25_13:05,1,2,99,37_Caucasian_female_neutral_left.jpg,99,cue_left,target_E,target_left,cue_1,200ms,incorrect,0.5368183267337372
mGCP-III,40,2018-01-25_13:05,1,3,99,61_Caucasian_female_neutral_right.jpg,99,cue_right,target_E,target_left,cue_1,500ms,correct,0.6089632288831126
mGCP-III,40,2018-01-25_13:05,1,4,99,61_Caucasian_female_neutral_left.jpg,99,cue_left,target_E,target_right,cue_1,500ms,correct,0.45253240193687816
mGCP-III,40,2018-01-25_13:05,1,5,99,37_Caucasian_female_neutral_right.jpg,99,cue_right,target_E,target_right,cue_1,500ms,correct,0.3392138201909347
mGCP-III,40,2018-01-25_13:05,1,6,99,37_Caucasian_female_neutral_right.jpg,99,cue_right,target_E,target_left,cue_1,200ms,correct,0.3972234304512767
mGCP-III,40,2018-01-25_13:05,1,7,99,37_Caucasian_female_neutral_left.jpg,99,cue_left,target_F,target_left,cue_1,200ms,correct,0.5867682922253152
mGCP-III,40,2018-01-25_13:05,1,8,99,37_Caucasian_female_neutral_right.jpg,99,cue_right,target_E,target_right,cue_1,500ms,correct,0.4608271081553994
mGCP-III,40,2018-01-25_13:05,1,9,99,26_Caucasian_female_neutral_left.jpg,99,cue_left,target_E,target_right,cue_1,200ms,correct,0.6244215809324487
mGCP-III,40,2018-01-25_13:05,1,10,99,61_Caucasian_female_neutral_right.jpg,99,cue_right,target_F,target_left,cue_1,200ms,incorrect,0.5126717874506994
mGCP-III,40,2018-01-25_13:05,1,11,99,61_Caucasian_female_neutral_left.jpg,99,cue_left,target_E,target_left,cue_1,500ms,correct,0.48452011711174237
mGCP-III,40,2018-01-25_13:05,1,12,99,26_Caucasian_female_neutral_left.jpg,99,cue_left,target_E,target_left,cue_1,500ms,correct,0.6879035797685447
mGCP-III,40,2018-01-25_13:05,1,13,99,61_Caucasian_female_neutral_right.jpg,99,cue_right,target_F,target_left,cue_1,500ms,correct,0.6050939989011113
mGCP-III,40,2018-01-25_13:06,1,14,99,26_Caucasian_female_neutral_left.jpg,99,cue_left,target_F,target_right,cue_1,200ms,correct,0.5911254228637972
mGCP-III,40,2018-01-25_13:06,1,15,99,61_Caucasian_female_neutral_left.jpg,99,cue_left,target_E,target_left,cue_1,200ms,correct,0.4682566302142277
mGCP-III,40,2018-01-25_13:06,1,16,99,26_Caucasian_female_neutral_right.jpg,99,cue_right,target_F,target_right,cue_1,500ms,incorrect,0.4435854495777676
mGCP-III,40,2018-01-25_13:06,1,17,99,37_Caucasian_female_neutral_left.jpg,99,cue_left,target_F,target_right,cue_1,200ms,correct,0.516444622485551
mGCP-III,40,2018-01-25_13:06,1,18,99,26_Caucasian_female_neutral_left.jpg,99,cue_left,target_F,target_right,cue_1,500ms,correct,0.37182020129966986
mGCP-III,40,2018-01-25_13:06,1,19,99,37_Caucasian_female_neutral_right.jpg,99,cue_right,target_E,target_right,cue_1,200ms,incorrect,0.41950330527993174
mGCP-III,40,2018-01-25_13:06,1,20,99,37_Caucasian_female_neutral_left.jpg,99,cue_left,target_F,target_left,cue_1,500ms,incorrect,0.44059562596066826
mGCP-III,40,2018-01-25_13:06,1,21,99,26_Caucasian_female_neutral_right.jpg,99,cue_right,target_F,target_left,cue_1,500ms,correct,0.5531209246960316
mGCP-III,40,2018-01-25_13:06,1,22,99,37_Caucasian_female_neutral_left.jpg,99,cue_left,target_F,target_right,cue_1,200ms,correct,0.5061177211446193
mGCP-III,40,2018-01-25_13:06,1,23,99,37_Caucasian_female_neutral_right.jpg,99,cue_right,target_F,target_left,cue_1,500ms,correct,0.4248469038850544
mGCP-III,40,2018-01-25_13:06,1,24,99,26_Caucasian_female_neutral_right.jpg,99,cue_right,target_E,target_right,cue_1,200ms,correct,0.5520704568054953
mGCP-III,40,2018-01-25_13:06,1,25,99,61_Caucasian_female_neutral_left.jpg,99,cue_left,target_F,target_right,cue_1,200ms,correct,0.6374503062318126
mGCP-III,40,2018-01-25_13:06,1,26,99,26_Caucasian_female_neutral_left.jpg,99,cue_left,target_F,target_left,cue_1,500ms,correct,0.45027660214145726
mGCP-III,40,2018-01-25_13:06,1,27,99,61_Caucasian_female_neutral_left.jpg,99,cue_left,target_E,target_right,cue_1,200ms,correct,0.4572423222807629
mGCP-III,40,2018-01-25_13:06,1,28,99,37_Caucasian_female_neutral_right.jpg,99,cue_right,target_F,target_left,cue_1,200ms,correct,0.47554946107698015
mGCP-III,40,2018-01-25_13:06,1,29,99,61_Caucasian_female_neutral_left.jpg,99,cue_left,target_F,target_left,cue_1,500ms,correct,0.43404472014458406
mGCP-III,40,2018-01-25_13:06,1,30,99,61_Caucasian_female_neutral_left.jpg,99,cue_left,target_F,target_right,cue_1,500ms,correct,0.5059047831252883
mGCP-III,40,2018-01-25_13:06,1,31,99,61_Caucasian_female_neutral_right.jpg,99,cue_right,target_E,target_right,cue_1,200ms,incorrect,0.4285114921344757
mGCP-III,40,2018-01-25_13:06,1,32,99,26_Caucasian_female_neutral_right.jpg,99,cue_right,target_E,target_right,cue_1,200ms,correct,0.6753066564265282
mGCP-III,40,2018-01-25_13:06,1,33,99,61_Caucasian_female_neutral_right.jpg,99,cue_right,target_F,target_right,cue_1,500ms,correct,0.5351847484230348
mGCP-III,40,2018-01-25_13:06,1,34,99,26_Caucasian_female_neutral_left.jpg,99,cue_left,target_E,target_right,cue_1,500ms,correct,0.5806626204491749
mGCP-III,40,2018-01-25_13:06,1,35,99,26_Caucasian_female_neutral_right.jpg,99,cue_right,target_E,target_right,cue_1,500ms,correct,0.629978907679515
mGCP-III,40,2018-01-25_13:06,1,36,99,61_Caucasian_female_neutral_left.jpg,99,cue_left,target_F,target_left,cue_1,200ms,correct,0.6786445290140364
mGCP-III,40,2018-01-25_13:06,1,37,99,37_Caucasian_female_neutral_right.jpg,99,cue_right,target_F,target_right,cue_1,500ms,correct,0.5539477879137849
mGCP-III,40,2018-01-25_13:06,1,38,99,26_Caucasian_female_neutral_right.jpg,99,cue_right,target_E,target_left,cue_1,200ms,correct,0.4957366964108587
mGCP-III,40,2018-01-25_13:06,1,39,99,26_Caucasian_female_neutral_right.jpg,99,cue_right,target_F,target_left,cue_1,500ms,incorrect,0.3797925375297382
mGCP-III,40,2018-01-25_13:06,1,40,99,26_Caucasian_female_neutral_right.jpg,99,cue_right,target_E,target_left,cue_1,200ms,correct,0.7780909296700429
mGCP-III,40,2018-01-25_13:06,1,41,99,61_Caucasian_female_neutral_left.jpg,99,cue_left,target_E,target_right,cue_1,500ms,correct,0.5993134625421135
mGCP-III,40,2018-01-25_13:06,1,42,99,61_Caucasian_female_neutral_right.jpg,99,cue_right,target_E,target_left,cue_1,500ms,correct,0.5951684798001224
mGCP-III,40,2018-01-25_13:06,1,43,99,26_Caucasian_female_neutral_left.jpg,99,cue_left,target_E,target_left,cue_1,500ms,correct,0.40010816777294167
mGCP-III,40,2018-01-25_13:06,1,44,99,61_Caucasian_female_neutral_right.jpg,99,cue_right,target_F,target_right,cue_1,500ms,correct,0.5434079485535221
mGCP-III,40,2018-01-25_13:07,1,45,99,26_Caucasian_female_neutral_left.jpg,99,cue_left,target_E,target_left,cue_1,200ms,99,99
mGCP-III,40,2018-01-25_13:07,1,46,99,37_Caucasian_female_neutral_right.jpg,99,cue_right,target_F,target_right,cue_1,500ms,correct,0.45704439658948104
mGCP-III,40,2018-01-25_13:07,1,47,99,26_Caucasian_female_neutral_right.jpg,99,cue_right,target_F,target_left,cue_1,200ms,correct,0.5507774213008361
mGCP-III,40,2018-01-25_13:07,1,48,99,61_Caucasian_female_neutral_left.jpg,99,cue_left,target_E,target_right,cue_1,200ms,correct,0.4909074675663305
mGCP-III,40,2018-01-25_13:07,1,49,99,26_Caucasian_female_neutral_left.jpg,99,cue_left,target_F,target_left,cue_1,200ms,correct,0.6381349473956561
mGCP-III,40,2018-01-25_13:07,1,50,99,37_Caucasian_female_neutral_right.jpg,99,cue_right,target_F,target_left,cue_1,200ms,correct,0.4734955375854497
mGCP-III,40,2018-01-25_13:07,1,51,99,37_Caucasian_female_neutral_left.jpg,99,cue_left,target_F,target_left,cue_1,200ms,correct,0.521201160057899
mGCP-III,40,2018-01-25_13:07,1,52,99,26_Caucasian_female_neutral_left.jpg,99,cue_left,target_F,target_right,cue_1,200ms,correct,0.4595743688994389
mGCP-III,40,2018-01-25_13:07,1,53,99,61_Caucasian_female_neutral_left.jpg,99,cue_left,target_E,target_left,cue_1,500ms,incorrect,0.2805748773432697
mGCP-III,40,2018-01-25_13:07,1,54,99,61_Caucasian_female_neutral_left.jpg,99,cue_left,target_F,target_right,cue_1,500ms,correct,0.37055126453174125
mGCP-III,40,2018-01-25_13:07,1,55,99,61_Caucasian_female_neutral_right.jpg,99,cue_right,target_F,target_left,cue_1,500ms,correct,0.40335715157652885
mGCP-III,40,2018-01-25_13:07,1,56,99,61_Caucasian_female_neutral_left.jpg,99,cue_left,target_F,target_left,cue_1,500ms,correct,0.3673026757894604
mGCP-III,40,2018-01-25_13:07,1,57,99,37_Caucasian_female_neutral_left.jpg,99,cue_left,target_E,target_left,cue_1,500ms,correct,0.4551789173187899
mGCP-III,40,2018-01-25_13:07,1,58,99,61_Caucasian_female_neutral_right.jpg,99,cue_right,target_E,target_right,cue_1,200ms,incorrect,0.4763565712316904
mGCP-III,40,2018-01-25_13:07,1,59,99,26_Caucasian_female_neutral_right.jpg,99,cue_right,target_F,target_left,cue_1,200ms,correct,0.51080828348654
mGCP-III,40,2018-01-25_13:07,1,60,99,37_Caucasian_female_neutral_left.jpg,99,cue_left,target_F,target_right,cue_1,500ms,correct,0.4667949035517722
mGCP-III,40,2018-01-25_13:07,1,61,99,61_Caucasian_female_neutral_left.jpg,99,cue_left,target_F,target_left,cue_1,200ms,correct,0.49424494509253236
mGCP-III,40,2018-01-25_13:07,1,62,99,37_Caucasian_female_neutral_left.jpg,99,cue_left,target_F,target_left,cue_1,500ms,correct,0.44397221455142244
mGCP-III,40,2018-01-25_13:07,1,63,99,61_Caucasian_female_neutral_right.jpg,99,cue_right,target_E,target_left,cue_1,200ms,correct,0.6039242225094767
