experiment,subject,date,block,trial,face_left,face_top,face_right,cue_dir,target_id,target_pos,cue_num,isi,correct_response,rt
mGCP-III,68,2018-02-01_16:03,1,1,99,26_Caucasian_female_neutral_right.jpg,99,cue_right,target_F,target_right,cue_1,500ms,99,99
mGCP-III,68,2018-02-01_16:03,1,2,99,26_Caucasian_female_neutral_left.jpg,99,cue_left,target_E,target_right,cue_1,500ms,correct,0.4153878184151836
mGCP-III,68,2018-02-01_16:03,1,3,99,37_Caucasian_female_neutral_left.jpg,99,cue_left,target_E,target_left,cue_1,500ms,correct,0.4402194331778446
mGCP-III,68,2018-02-01_16:03,1,4,99,37_Caucasian_female_neutral_right.jpg,99,cue_right,target_F,target_right,cue_1,500ms,correct,0.6037015718320617
mGCP-III,68,2018-02-01_16:03,1,5,99,26_Caucasian_female_neutral_left.jpg,99,cue_left,target_E,target_right,cue_1,200ms,correct,0.6509920596436132
mGCP-III,68,2018-02-01_16:03,1,6,99,37_Caucasian_female_neutral_left.jpg,99,cue_left,target_E,target_right,cue_1,500ms,correct,0.3982539844873827
mGCP-III,68,2018-02-01_16:03,1,7,99,37_Caucasian_female_neutral_left.jpg,99,cue_left,target_F,target_right,cue_1,200ms,correct,0.5123395604314283
mGCP-III,68,2018-02-01_16:03,1,8,99,61_Caucasian_female_neutral_right.jpg,99,cue_right,target_E,target_right,cue_1,500ms,correct,0.4147395218751626
mGCP-III,68,2018-02-01_16:03,1,9,99,26_Caucasian_female_neutral_right.jpg,99,cue_right,target_E,target_right,cue_1,500ms,correct,0.4308687134325737
mGCP-III,68,2018-02-01_16:03,1,10,99,26_Caucasian_female_neutral_left.jpg,99,cue_left,target_F,target_left,cue_1,500ms,correct,0.5289823324274039
mGCP-III,68,2018-02-01_16:03,1,11,99,37_Caucasian_female_neutral_right.jpg,99,cue_right,target_F,target_right,cue_1,200ms,correct,0.6434250443126075
mGCP-III,68,2018-02-01_16:03,1,12,99,26_Caucasian_female_neutral_right.jpg,99,cue_right,target_F,target_left,cue_1,200ms,incorrect,0.4654496653674869
mGCP-III,68,2018-02-01_16:03,1,13,99,26_Caucasian_female_neutral_right.jpg,99,cue_right,target_F,target_right,cue_1,500ms,correct,0.5753183507476933
mGCP-III,68,2018-02-01_16:03,1,14,99,37_Caucasian_female_neutral_right.jpg,99,cue_right,target_F,target_right,cue_1,500ms,correct,0.3243568688776577
mGCP-III,68,2018-02-01_16:03,1,15,99,37_Caucasian_female_neutral_right.jpg,99,cue_right,target_E,target_right,cue_1,500ms,correct,0.5481155745655997
mGCP-III,68,2018-02-01_16:03,1,16,99,37_Caucasian_female_neutral_left.jpg,99,cue_left,target_E,target_left,cue_1,200ms,correct,0.444403138521011
mGCP-III,68,2018-02-01_16:04,1,17,99,26_Caucasian_female_neutral_right.jpg,99,cue_right,target_E,target_right,cue_1,200ms,correct,0.4338597269670572
mGCP-III,68,2018-02-01_16:04,1,18,99,61_Caucasian_female_neutral_left.jpg,99,cue_left,target_E,target_left,cue_1,200ms,correct,0.42569695829297416
mGCP-III,68,2018-02-01_16:04,1,19,99,61_Caucasian_female_neutral_right.jpg,99,cue_right,target_E,target_left,cue_1,500ms,correct,0.377392346621491
mGCP-III,68,2018-02-01_16:04,1,20,99,26_Caucasian_female_neutral_left.jpg,99,cue_left,target_F,target_left,cue_1,200ms,incorrect,0.39298820463591255
mGCP-III,68,2018-02-01_16:04,1,21,99,61_Caucasian_female_neutral_right.jpg,99,cue_right,target_F,target_left,cue_1,200ms,correct,0.5645055069617229
mGCP-III,68,2018-02-01_16:04,1,22,99,37_Caucasian_female_neutral_left.jpg,99,cue_left,target_F,target_left,cue_1,200ms,correct,0.4072238645894686
mGCP-III,68,2018-02-01_16:04,1,23,99,37_Caucasian_female_neutral_right.jpg,99,cue_right,target_F,target_right,cue_1,200ms,correct,0.4914206385874422
mGCP-III,68,2018-02-01_16:04,1,24,99,37_Caucasian_female_neutral_right.jpg,99,cue_right,target_F,target_left,cue_1,500ms,correct,0.3867632145265816
mGCP-III,68,2018-02-01_16:04,1,25,99,26_Caucasian_female_neutral_left.jpg,99,cue_left,target_F,target_right,cue_1,200ms,correct,0.4037856409995584
mGCP-III,68,2018-02-01_16:04,1,26,99,26_Caucasian_female_neutral_right.jpg,99,cue_right,target_F,target_right,cue_1,200ms,correct,0.4178257453168044
mGCP-III,68,2018-02-01_16:04,1,27,99,61_Caucasian_female_neutral_left.jpg,99,cue_left,target_F,target_left,cue_1,200ms,correct,0.41539453447330743
mGCP-III,68,2018-02-01_16:04,1,28,99,37_Caucasian_female_neutral_left.jpg,99,cue_left,target_E,target_right,cue_1,200ms,correct,0.49663427026825957
mGCP-III,68,2018-02-01_16:04,1,29,99,61_Caucasian_female_neutral_left.jpg,99,cue_left,target_E,target_left,cue_1,200ms,correct,0.5281558629649226
mGCP-III,68,2018-02-01_16:04,1,30,99,37_Caucasian_female_neutral_left.jpg,99,cue_left,target_F,target_left,cue_1,200ms,correct,0.5314242099411786
mGCP-III,68,2018-02-01_16:04,1,31,99,37_Caucasian_female_neutral_left.jpg,99,cue_left,target_F,target_left,cue_1,500ms,correct,0.6631872249563457
mGCP-III,68,2018-02-01_16:04,1,32,99,61_Caucasian_female_neutral_right.jpg,99,cue_right,target_E,target_left,cue_1,200ms,correct,0.6590177418256644
mGCP-III,68,2018-02-01_16:04,1,33,99,37_Caucasian_female_neutral_right.jpg,99,cue_right,target_E,target_left,cue_1,500ms,correct,0.5026447417913005
mGCP-III,68,2018-02-01_16:04,1,34,99,37_Caucasian_female_neutral_left.jpg,99,cue_left,target_E,target_left,cue_1,200ms,correct,0.4529574135085568
mGCP-III,68,2018-02-01_16:04,1,35,99,61_Caucasian_female_neutral_left.jpg,99,cue_left,target_E,target_right,cue_1,200ms,correct,0.4430287182331085
mGCP-III,68,2018-02-01_16:04,1,36,99,26_Caucasian_female_neutral_left.jpg,99,cue_left,target_F,target_left,cue_1,200ms,correct,0.4938905654998962
mGCP-III,68,2018-02-01_16:04,1,37,99,26_Caucasian_female_neutral_right.jpg,99,cue_right,target_E,target_left,cue_1,200ms,correct,0.4511800300970208
mGCP-III,68,2018-02-01_16:04,1,38,99,37_Caucasian_female_neutral_right.jpg,99,cue_right,target_E,target_left,cue_1,200ms,correct,0.373603308093152
mGCP-III,68,2018-02-01_16:04,1,39,99,61_Caucasian_female_neutral_right.jpg,99,cue_right,target_F,target_left,cue_1,500ms,correct,0.4902947122172918
mGCP-III,68,2018-02-01_16:04,1,40,99,61_Caucasian_female_neutral_right.jpg,99,cue_right,target_E,target_right,cue_1,500ms,correct,0.616261774324812
mGCP-III,68,2018-02-01_16:04,1,41,99,26_Caucasian_female_neutral_left.jpg,99,cue_left,target_F,target_left,cue_1,500ms,correct,0.6345416827825829
mGCP-III,68,2018-02-01_16:04,1,42,99,37_Caucasian_female_neutral_right.jpg,99,cue_right,target_F,target_left,cue_1,500ms,99,99
mGCP-III,68,2018-02-01_16:04,1,43,99,61_Caucasian_female_neutral_left.jpg,99,cue_left,target_F,target_right,cue_1,500ms,correct,0.4168029300926719
mGCP-III,68,2018-02-01_16:04,1,44,99,37_Caucasian_female_neutral_left.jpg,99,cue_left,target_E,target_right,cue_1,500ms,correct,0.4782856210513273
mGCP-III,68,2018-02-01_16:04,1,45,99,61_Caucasian_female_neutral_left.jpg,99,cue_left,target_E,target_left,cue_1,500ms,incorrect,0.5670572116796393
mGCP-III,68,2018-02-01_16:04,1,46,99,61_Caucasian_female_neutral_left.jpg,99,cue_left,target_F,target_right,cue_1,200ms,incorrect,0.4936701209517196
mGCP-III,68,2018-02-01_16:04,1,47,99,26_Caucasian_female_neutral_right.jpg,99,cue_right,target_E,target_left,cue_1,500ms,correct,0.4647508008783916
mGCP-III,68,2018-02-01_16:05,1,48,99,26_Caucasian_female_neutral_left.jpg,99,cue_left,target_E,target_left,cue_1,200ms,correct,0.6415998583979672
mGCP-III,68,2018-02-01_16:05,1,49,99,37_Caucasian_female_neutral_left.jpg,99,cue_left,target_F,target_right,cue_1,500ms,correct,0.5317888520658016
mGCP-III,68,2018-02-01_16:05,1,50,99,61_Caucasian_female_neutral_right.jpg,99,cue_right,target_F,target_right,cue_1,200ms,correct,0.42431779725302476
mGCP-III,68,2018-02-01_16:05,1,51,99,26_Caucasian_female_neutral_right.jpg,99,cue_right,target_E,target_right,cue_1,500ms,correct,0.5190006988559617
mGCP-III,68,2018-02-01_16:05,1,52,99,61_Caucasian_female_neutral_right.jpg,99,cue_right,target_E,target_right,cue_1,200ms,correct,0.5348600631550653
mGCP-III,68,2018-02-01_16:05,1,53,99,26_Caucasian_female_neutral_right.jpg,99,cue_right,target_E,target_right,cue_1,200ms,correct,0.4666549991670763
mGCP-III,68,2018-02-01_16:05,1,54,99,37_Caucasian_female_neutral_right.jpg,99,cue_right,target_E,target_right,cue_1,200ms,correct,0.38043037250463385
mGCP-III,68,2018-02-01_16:05,1,55,99,26_Caucasian_female_neutral_right.jpg,99,cue_right,target_F,target_right,cue_1,200ms,incorrect,0.3370577134046471
mGCP-III,68,2018-02-01_16:05,1,56,99,26_Caucasian_female_neutral_left.jpg,99,cue_left,target_F,target_right,cue_1,500ms,correct,0.48043159719964024
mGCP-III,68,2018-02-01_16:05,1,57,99,61_Caucasian_female_neutral_right.jpg,99,cue_right,target_E,target_right,cue_1,200ms,correct,0.49096473716781475
mGCP-III,68,2018-02-01_16:05,1,58,99,26_Caucasian_female_neutral_left.jpg,99,cue_left,target_E,target_left,cue_1,500ms,correct,0.6488433180638822
mGCP-III,68,2018-02-01_16:05,1,59,99,61_Caucasian_female_neutral_left.jpg,99,cue_left,target_F,target_left,cue_1,500ms,correct,0.5879749483428895
mGCP-III,68,2018-02-01_16:05,1,60,99,61_Caucasian_female_neutral_right.jpg,99,cue_right,target_F,target_right,cue_1,500ms,correct,0.720288679614896
mGCP-III,68,2018-02-01_16:05,1,61,99,61_Caucasian_female_neutral_left.jpg,99,cue_left,target_E,target_left,cue_1,500ms,correct,0.6016571265790844
mGCP-III,68,2018-02-01_16:05,1,62,99,26_Caucasian_female_neutral_right.jpg,99,cue_right,target_E,target_left,cue_1,200ms,correct,0.5553930095338728
mGCP-III,68,2018-02-01_16:05,1,63,99,26_Caucasian_female_neutral_left.jpg,99,cue_left,target_E,target_right,cue_1,200ms,correct,0.5334777416137513
mGCP-III,68,2018-02-01_16:05,1,64,99,61_Caucasian_female_neutral_left.jpg,99,cue_left,target_F,target_right,cue_1,200ms,correct,0.5241831206658389
mGCP-III,68,2018-02-01_16:05,1,65,99,61_Caucasian_female_neutral_right.jpg,99,cue_right,target_F,target_right,cue_1,500ms,correct,0.7922831772011705
mGCP-III,68,2018-02-01_16:05,1,66,99,37_Caucasian_female_neutral_right.jpg,99,cue_right,target_E,target_right,cue_1,500ms,correct,0.49748839405947365
mGCP-III,68,2018-02-01_16:05,1,67,99,26_Caucasian_female_neutral_left.jpg,99,cue_left,target_F,target_right,cue_1,500ms,correct,0.7297302635852247
